np_classifier_class,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Cinnamic acids and derivatives,166.06,171.4887121,0.968343619,3,1,46.53,3,1,6,3,0,7,0.428571429,0,0,0.694,1.887,0.222,6,0.337,0,0,0,1,-1.928284118,1.513797185,1.514110437,79.77091264,289.5738937,8.533071617,2.869352025,-4.734264754,-4.711900067,0.259711027,0.871391952,0.254242808,0.033216655,0.399433672,0.309401333,0.609799385,0.69567734,0.940790355,0.642681241,0.993957758,0.036110159,0.749063432,67.75145624,-0.191350751,30.42529926,0.84885025,0.146561772,0.133704394,0.621294975,0.326216072,0.072790451,0.011671605,0.006593599,0.055084009,0.002129887,0.078291669,0.008224005,0.599665999,0.179583907,9.038179313,1.54557834,0.682623878,3.051055501,3.771081269,3.258782602,0.076473765,0.574688017,0.334259361,0.426593244,0.217798308,0.249894306,0.534330904,0.599704146,0.961509168,0.997639775,0.769893467,0.188196763,0.254836559,0.118185632,0.093952604,0.073332861,0.10856647,0.054642577,0.109804936,0.268766761,0.000100089,5.75E-06,1.90E-05,3.24E-07,0.004657645,9.77E-06,5.96E-07,0.003473078,1.64E-06,0.00041101,0.000690696,0.000101107
Flavones,388.12,378.0369306,1.026672181,8,1,96.59,6,3,10,8,0,18,0.333333333,0,0,0.688,2.551,0.25,20,1.123,0,0,0,0,-3.262152262,2.194469525,1.878253515,152.7523369,308.2194864,7.505831642,4.874819021,-4.94883864,-4.695428554,0.104758397,0.539096296,0.080173112,0.03087908,0.264976561,0.293632448,0.962070633,0.925445378,0.9989537,0.937624633,0.908324361,0.076733261,0.982844114,93.37319181,-0.530119703,5.913775968,0.992053866,0.823143065,0.362384349,0.359966069,0.235440359,0.763264835,0.001928057,0.861742914,0.113241769,0.997920811,0.420478106,0.000741544,0.962087572,0.810346484,4.25702881,1.800391654,1.381042654,3.398595664,4.800958377,3.917639003,0.135048777,0.586376786,0.729875505,0.355705708,0.359455466,0.426769942,0.728657305,0.78391993,0.409769118,0.929014802,0.749292552,0.431125194,0.435884744,0.191245034,0.378482312,0.197463438,0.10810753,0.147384673,0.23820667,0.469789892,0.987254858,0.189868465,0.022318063,0.390586048,0.207534224,0.007142147,0.003880532,0.507071733,0.357545733,0.573267639,0.981200159,0.835698009
Flavones,462.12,430.443123,1.073591319,11,6,179.28,5,4,10,11,0,24,0.208333333,5,0,0.302,3.872,0.318,86.966,1.867,1,0,1,0,-3.420624271,1.134515463,0.214387227,232.4156385,359.2011595,5.088186496,4.959353684,-6.249276656,-5.329906633,0.965784609,0.000436462,0.71236223,0.916945174,0.698827952,0.990656962,0.998847249,0.361387759,0.998987019,0.990216494,0.21214065,0.000325933,0.928089738,78.97570818,-0.040984784,19.48154837,7.15E-05,1.28E-05,2.42E-06,0.000713943,1.40E-06,0.800963581,0.000736555,0.349948257,0.009661662,0.003157824,0.291623384,4.08E-13,0.287239134,0.00211301,2.81748817,2.753524585,0.364692833,2.848326667,4.443007621,3.461920246,0.045931377,0.3746548,0.879746199,0.69227165,0.297910154,0.437865764,0.270019412,0.462781549,1.12E-05,0.492976993,0.215277717,0.460753292,0.027003087,0.781579375,0.047676548,0.05650714,0.595461726,0.091486938,0.177889749,0.710556626,0.137702644,0.518863142,0.031981923,0.020344554,0.27449885,0.008236779,0.00018912,0.617460966,0.00859728,0.030250262,0.141618893,0.187911347
Flavonols,418.09,387.0609256,1.080165866,10,6,170.05,3,4,10,10,0,24,0.125,4,0,0.35,3.804,0.25,85,1.945,0,0,1,0,-4.140757673,1.074152892,0.754943471,298.5185284,404.1507669,6.900483067,3.866253685,-6.247785535,-5.04825167,0.997736812,0.000108997,0.783122897,0.047851205,0.251831472,0.879552856,0.998138954,0.223994568,0.972956061,0.901747525,0.280111015,0.000167431,0.690796912,85.17266394,-0.089911795,14.35630362,1.99E-05,0.003124611,1.26E-07,4.94E-05,7.62E-05,0.340949357,3.44E-06,0.15312475,0.375636548,0.000128757,0.002299085,5.63E-11,0.999352753,0.325015277,2.887281458,2.178741779,0.586512315,3.121160792,4.483399453,3.807872514,0.063378997,0.532497227,0.526033461,0.555656612,0.321164817,0.760730803,0.288322687,0.362560332,0.000217677,0.852427959,0.228433251,0.411482126,0.047298875,0.62301749,0.014876,0.02156339,0.919439435,0.034470476,0.184912026,0.868942916,0.779866278,0.794689059,0.102355517,0.536646426,0.99538213,0.957476079,0.023674924,0.756344914,0.468931943,0.06959039,0.98558861,0.69467175
Isoquinoline alkaloids,329.16,341.8497161,0.962879255,5,2,62.16,4,3,10,5,0,17,0.235294118,1,0,0.903,2.806,0.368,58.154,1.071,0,0,0,0,-2.57773715,1.837146296,1.677444473,170.2855968,296.4952545,9.284459294,8.305797864,-5.033421599,-4.762310256,0.024650784,0.276861876,0.112351812,0.009790659,0.39735955,0.309236169,0.962891959,0.923717141,0.978546083,0.638154268,0.717902899,0.428803533,0.900241733,46.40272434,-0.129925221,50.34574775,0.755392253,0.999985337,0.000272583,0.999956369,1.37E-06,0.999629259,0.998448491,0.999927521,0.001447968,0.986270547,0.009155964,0.992686391,0.057332233,0.286158711,5.415684589,2.625067436,1.107391557,3.550796549,4.822478703,4.038845463,0.334962338,0.707105577,0.029335901,0.536919236,0.266611308,0.7939533,0.734480739,0.561860502,0.000118242,0.369518697,0.884992182,0.432848215,0.498948991,0.704562187,0.082242973,0.135032684,0.454649746,0.076992348,0.31007871,0.573967755,0.096616298,0.023536878,0.000138508,0.000359686,0.008187573,0.000184706,4.13E-06,0.02467162,4.60E-05,0.029074049,0.039401263,0.011179132
Flavonols,772.21,691.488312,1.116736157,21,13,348.58,9,6,10,21,0,36,0.25,15,1,0.093,5.418,0.545,154.294,1.92,1,0,1,1,-2.608746548,-0.42884165,-1.610899256,243.6320335,442.0787173,5.085148162,4.321261359,-6.734379918,-4.779553864,0.999998808,3.93E-10,0.996836543,0.999869292,0.992901864,0.999997017,0.999999187,1.19E-06,0.616193891,0.627901495,0.000231144,1.49E-06,0.947279274,76.87186672,-0.185632435,23.35090297,4.04E-18,2.99E-09,1.86E-20,5.46E-05,2.22E-11,0.035933726,7.36E-16,5.32E-07,2.42E-05,2.32E-06,3.13E-12,5.53E-19,0.660680354,0.000697275,1.006632823,4.507171241,0.409293402,2.711823249,4.8479424,3.637147938,0.011365641,0.437742889,0.836058021,0.795342922,0.325582147,0.446649492,0.327325165,0.044441342,1.36E-10,0.006507253,0.004879396,0.286823064,0.022319729,0.996314943,0.002137851,0.002919115,0.932248712,0.044119272,0.302633226,0.893767357,0.008570684,0.145741731,0.002926975,9.89E-05,0.354529828,0.000811697,1.07E-07,0.069134682,7.25E-06,0.000165363,0.000660472,0.001129531
Flavones,538.09,521.8161883,1.031186866,10,6,181.8,3,6,10,10,0,36,0.083333333,0,1,0.177,3.034,0,36,1.293,1,0,1,1,-5.706326473,2.892410914,4.451115775,503.9453244,631.1188905,8.53491904,0.742835379,-5.701167206,-4.82939675,0.637963653,0.007175792,0.475500584,0.000123382,0.118756294,0.90551018,0.998729074,0.853473008,0.958082914,0.978357434,0.984638155,0.000142613,0.781077683,96.41677372,-0.486683564,4.112310248,0.999955773,0.004616423,0.25681302,1.71E-05,0.053998582,0.677547038,0.125528306,0.999718368,0.999997139,2.84E-07,0.025416581,3.17E-14,0.999999881,0.958844364,1.95947094,2.195881095,1.02624947,4.216170869,4.557694268,4.300154584,0.056367252,0.528069437,0.976907134,0.600957215,0.587839246,0.97867316,0.684252441,0.792151868,0.001548953,0.994778395,0.865912437,0.428939521,0.004577548,0.039871033,0.009569147,0.005168876,0.999861121,0.058403924,0.739241898,0.98622781,0.998920202,0.950906932,0.461495012,0.998623371,0.999975562,0.999917269,0.904845119,0.999501467,0.998929441,0.612601876,0.999999404,0.999643087
Flavones,552.11,539.1121736,1.024109688,10,5,170.8,4,6,10,10,0,36,0.111111111,0,1,0.19,3.025,0.032,36,1.217,0,0,1,1,-5.415872587,2.649536472,4.538708634,447.1987713,591.4098897,8.439826735,1.05456544,-5.01627675,-4.781921229,0.349142909,0.001390375,0.41015178,0.000443399,0.612284482,0.971038232,0.999204619,0.962480128,0.995483994,0.985693216,0.95593369,0.000167687,0.848355949,96.67654264,-0.396664517,3.062388667,1,0.110272825,0.106015921,8.58E-07,0.001382953,0.558401883,0.923737288,0.999979377,0.999986649,1.06E-05,0.040191233,1.26E-12,0.999884844,0.841222048,3.000031567,1.725279219,1.276536798,4.497866017,4.820689168,4.594741342,0.06736961,0.503225148,0.977634192,0.736085653,0.638035238,0.981488228,0.576693535,0.8451913,0.002339065,0.994361281,0.893200994,0.471757352,0.00677349,0.056595154,0.023126822,0.011832223,0.999630332,0.110575244,0.687650919,0.973296404,0.999797046,0.910324872,0.627190471,0.993749499,0.999901175,0.998323977,0.900273621,0.999746621,0.997290492,0.876063526,0.99999845,0.999781787
Flavones,358.11,351.9507184,1.017500409,7,1,87.36,5,3,10,7,0,18,0.277777778,0,1,0.749,2.464,0.211,19,1.133,0,0,0,0,-3.272010888,2.095833072,1.930830608,197.2010549,326.5526859,8.375010563,5.249534478,-4.828554762,-4.703246915,0.34895137,0.21089609,0.083251536,0.00515604,0.279481173,0.258922279,0.927490786,0.782041907,0.991431594,0.732335031,0.936490715,0.305398434,0.961216688,95.65651383,-0.357041086,3.963196978,0.967556,0.042028747,0.421486318,0.116479896,0.351623297,0.025960516,0.000657169,0.870696068,0.969746947,0.757308185,0.36872232,6.26E-06,0.998425007,0.585243523,8.0879924,1.1843142,1.556562356,3.817148865,4.766790218,4.03571352,0.164950415,0.603542328,0.710552275,0.321658403,0.397543848,0.514205694,0.712221801,0.801448464,0.327875555,0.933329225,0.666342795,0.431611419,0.507774472,0.170320824,0.271329105,0.121218368,0.406673729,0.089783378,0.224956155,0.671501935,0.983071506,0.694024563,0.106760442,0.948670685,0.951169789,0.761468232,0.048807967,0.914568484,0.972648144,0.380065084,0.997865021,0.988924563
Isoquinoline alkaloids,336.12,338.078095,0.994208158,5,0,40.8,2,5,21,5,1,25,0.08,0,1,0.674,2.787,0.25,56,1.302,0,1,0,0,-5.058826018,3.209541293,3.11950698,162.7086097,349.5468979,9.22425241,3.986032379,-5.009540317,-4.699997596,0.179221913,0.007298296,0.99956876,0.032294333,0.939768575,0.287880659,0.998183094,0.262899607,0.459475636,0.863547087,0.997093797,0.116582021,0.843290091,68.3775455,0.072918003,37.94891705,0.876969516,0.994420826,0.055071279,0.389114231,0.001164837,0.840825498,0.994707942,0.995420516,0.953666508,0.026404757,0.951568782,0.901677787,6.15E-05,0.559823811,5.281618337,1.287795118,2.074011044,4.27521507,6.01550874,5.140494241,0.328781694,0.466123104,0.177300289,0.421177775,0.867958426,0.91355288,0.959617436,0.807932198,0.025700277,0.975493491,0.919292986,0.138464943,0.092664897,0.065506794,0.080000244,0.119923793,0.983408153,0.13251029,0.006049024,0.553669214,0.993514538,0.200182706,0.19680953,0.282180279,0.255140662,0.013529985,0.000710537,0.898592174,0.236750022,0.168739453,0.968784273,0.9371714
Isoquinoline alkaloids,339.15,342.0327834,0.991571617,5,0,40.16,2,5,21,5,0,25,0.08,1,1,0.841,2.982,0.4,85.714,1.029,0,0,0,0,-2.756810321,2.337573715,2.103752553,138.2190869,318.5323932,10.46712309,9.09014873,-4.728390237,-4.750513611,0.033850305,0.068549104,0.015847132,0.000110865,0.004142344,0.000244796,0.432677031,0.591781974,0.951876402,0.029194912,0.996669114,0.98949337,0.96976155,89.1823758,0.268976625,10.32623434,0.95613867,0.999973774,0.945043981,0.999828696,0.097676136,0.998136401,0.99984479,0.999966383,0.998664021,0.496686935,0.996679544,0.999973059,0.000310004,0.61402595,6.483592881,1.77130011,2.077587388,4.202983754,5.995025069,5.117906424,0.508795202,0.638812184,0.072913855,0.707099915,0.53753829,0.712380052,0.752991438,0.920534372,0.00239474,0.196681693,0.923578858,0.506851852,0.625417292,0.637859106,0.241507769,0.141563058,0.352772117,0.056829963,0.12407963,0.481216699,0.941981614,0.562138259,0.118634157,0.049024839,0.172506392,0.006545197,0.000132765,0.319721103,0.119187295,0.227233425,0.704871893,0.749346197
Flavones,538.09,521.8161883,1.031186866,10,6,181.8,3,6,10,10,0,36,0.083333333,0,0,0.177,3.038,0,36,1.234,1,0,1,1,-5.481658282,2.94466135,4.624459016,493.0900516,592.2488401,8.492283228,0.22050547,-5.458122224,-4.799420245,0.764975727,0.000545744,0.61267519,0.00022763,0.67151916,0.983428836,0.999364801,0.851877391,0.97894913,0.966596067,0.927078664,0.000134689,0.924762666,96.57766636,-0.462574298,2.838997457,1,0.180939406,0.036075003,1.64E-07,0.002262134,0.095695212,0.987325907,0.999866724,0.999992013,1.01E-06,0.021902679,9.66E-14,0.999996781,0.913895547,1.960455467,2.064969308,1.115040725,4.320340489,4.65760943,4.375665749,0.042828359,0.470100313,0.977843344,0.790319264,0.669266403,0.98757267,0.623465717,0.841308355,0.001399786,0.996267736,0.90631181,0.455233812,0.002734707,0.042861056,0.015932575,0.009223979,0.999911189,0.125899971,0.775321901,0.981580317,0.999595702,0.92354548,0.583341897,0.991940558,0.999892831,0.998008192,0.948938191,0.999754846,0.996328771,0.870439112,0.999998689,0.999626398
Flavonols,358.11,351.9507184,1.017500409,7,1,87.36,5,3,10,7,0,18,0.277777778,0,0,0.749,2.273,0.211,19,1.024,0,0,0,0,-4.498218455,2.819621889,2.722031598,165.75716,313.2374591,7.470797709,3.956586038,-4.982133628,-4.683969438,0.051591307,0.988868952,0.178704008,0.19200021,0.027215242,0.118941724,0.961490698,0.314764291,0.984798253,0.94869554,0.995223701,0.030520672,0.877457261,96.11970707,-0.475960099,3.22818665,0.308937728,0.938241303,0.165247783,0.583805978,0.77183497,0.598871291,0.000145126,0.737748206,0.148136079,0.51956737,0.002013846,0.001727154,0.997402191,0.967774689,5.69357567,0.867573043,1.337181151,3.919568252,4.886678226,4.298315725,0.137351498,0.484136671,0.87379241,0.503003478,0.35373342,0.439161211,0.431979567,0.820517957,0.462076098,0.955898941,0.680560231,0.439473152,0.341607511,0.166119471,0.378738016,0.228826016,0.300978869,0.092179336,0.117147446,0.299149454,0.987270713,0.560164154,0.191650704,0.556895196,0.800294042,0.113451786,0.053313874,0.67038542,0.875089347,0.632664263,0.955261648,0.942574859
Flavones,432.11,404.3569108,1.06863513,10,6,170.05,4,4,10,10,0,24,0.166666667,5,0,0.331,3.781,0.286,84.259,1.867,0,0,1,0,-3.656795913,1.079455557,0.439953147,242.7794481,365.4481355,5.412849105,5.169528398,-6.334328059,-5.106593743,0.99300307,1.26E-05,0.864019394,0.844556674,0.781718835,0.994603849,0.994500494,0.003277586,0.841887414,0.731370091,0.045677811,0.008096667,0.840343356,85.12536142,-0.101123735,12.97644951,5.53E-07,0.000323772,5.33E-09,5.31E-05,2.08E-08,0.973379612,0.005607741,0.785387754,0.063736476,0.013133873,0.00193915,6.61E-13,0.905435383,0.024855858,2.386212773,2.241126998,0.478753403,3.16529559,4.845044403,3.840189694,0.062480696,0.396069407,0.871580184,0.744816363,0.366269141,0.618946373,0.163993716,0.553648472,3.14E-05,0.759152114,0.224131703,0.487282276,0.035353266,0.705189586,0.0337612,0.027914008,0.881023526,0.06306158,0.148897827,0.806329191,0.177425191,0.4087089,0.026614545,0.024152283,0.502138674,0.012040913,0.000999859,0.695130229,0.006229107,0.036229029,0.249521345,0.115082398
Isoquinoline alkaloids,353.13,360.0265514,0.980844326,6,0,66.88,6,3,10,6,0,18,0.333333333,0,0,0.632,2.08,0.2,18,0.054,0,0,0,0,-3.667100253,2.542931646,2.160245415,139.0788542,348.9009271,8.454791706,4.873474123,-4.697957151,-4.616534218,0.002726075,0.976757944,0.118242539,0.062972426,0.027339101,0.010048807,0.558892101,0.998563707,0.99984324,0.994807184,0.999835372,0.000602681,0.33822152,87.3567212,0.183812166,11.05362285,0.032458533,0.946932912,0.265525639,0.970993936,0.526531994,0.372790575,0.000299599,0.951847672,0.96127671,0.980548739,0.212113827,0.066880681,0.962547362,0.861571848,8.366297714,1.818687662,1.294447516,3.596359156,4.362181905,3.956357771,0.263447315,0.516929686,0.896141469,0.615198195,0.363505721,0.505527616,0.38335067,0.681310534,0.005195659,0.873543262,0.846377552,0.623113751,0.843001902,0.44628796,0.699710608,0.710775614,0.336637616,0.176538318,0.266714066,0.388330907,0.735803187,0.045590561,0.000422632,0.001276077,0.342934191,0.001758591,7.83E-05,0.20957382,0.009647292,0.013465881,0.223380357,0.134977147
Cinnamic acids and derivatives,222.09,223.6104358,0.993200515,4,0,36.92,4,2,9,4,0,11,0.363636364,0,0,0.731,2.556,0.333,23.375,0.951,0,0,0,0,-3.01039471,2.601273838,2.722274916,24.75858938,291.2727672,9.829757758,4.320913405,-4.683535617,-4.771346212,0.001080297,0.934297502,0.000554545,0.005757511,0.76573129,0.404634237,0.65224117,0.998444498,0.993974864,0.904798627,0.997048676,0.355331212,0.467606694,93.6829818,0.419792995,6.551152623,0.999665499,0.999823868,0.994458556,0.999460518,0.120678835,0.999994755,0.996496499,0.999905825,0.998066604,0.000297081,0.985095441,0.989935577,0.99970144,0.254810393,5.499865224,1.288219567,1.65505357,3.437475976,5.255869244,4.05247882,0.098110355,0.625676453,0.549437225,0.433600336,0.432798505,0.430403084,0.779475749,0.850396931,0.895483255,0.978912413,0.861415923,0.395632178,0.743971527,0.188520581,0.302697003,0.154731169,0.26066038,0.079690591,0.087811828,0.27892977,0.335425109,0.001951342,0.000160893,0.004972488,0.017037345,0.000918304,5.01E-06,0.030182047,4.13E-05,0.008510876,0.041878659,0.00224559
Flavones,626.15,561.1079518,1.115917174,17,11,289.66,7,5,10,17,0,30,0.233333333,10,0,0.124,4.826,0.444,122.949,1.489,1,0,1,1,-2.960823171,-0.268663701,-1.734488623,244.8363102,452.9947319,4.364717715,4.738824565,-6.489961595,-4.83470735,0.999992847,9.18E-09,0.846717656,0.99271724,0.959969822,0.999758814,0.999628621,1.79E-05,0.182110041,0.0655457,0.000775542,0.001142463,0.876870871,78.44261902,-0.024402089,20.49443754,1.16E-12,2.52E-11,1.42E-16,1.13E-07,6.54E-10,0.984353125,8.10E-11,0.002169903,0.000181709,2.04E-06,0.000136268,4.02E-22,0.930388749,0.000555184,1.948287467,3.872358658,0.22517295,2.531352564,4.510540674,3.384472879,0.023430973,0.239694431,0.615620017,0.466641128,0.167815074,0.197953478,0.138334662,0.083808228,1.10E-09,0.007214244,0.005517183,0.532147348,0.065484293,0.992068887,0.023195559,0.038323186,0.57863909,0.058712933,0.066243753,0.741973698,0.000527776,0.235753015,0.002293566,0.0005605,0.62348026,0.002167012,1.95E-07,0.123786278,5.05E-05,5.11E-05,0.002923416,0.00855302
Isoquinoline alkaloids,297.14,301.287045,0.986235568,4,1,41.93,1,5,0,4,0,22,0.045454545,3,1,0.862,5.24,0.444,120.462,2.557,0,0,0,0,-2.431441345,1.541678784,1.60618067,183.2298649,300.0763317,9.639157437,8.263153706,-4.836660225,-4.742264255,0.159442231,0.001879042,0.946040154,0.004261851,0.744032174,0.914392941,0.995199767,0.126393601,0.20548287,0.046670001,0.431491226,0.986069918,0.965026975,27.84137848,0.415158919,70.03144787,0.009545576,0.960942805,0.000306809,0.999819934,0.00048362,0.972827196,0.098507874,0.996937752,0.054616433,0.347742736,0.042166617,0.929860711,0.000152744,0.371367663,19.1043793,2.493776349,1.485704619,4.035356063,5.369556959,4.748436199,0.22786051,0.663657904,0.039999761,0.755622685,0.819191813,0.841318965,0.931532264,0.752629101,0.000714233,0.204140753,0.962107778,0.471798837,0.417124033,0.629590452,0.145960808,0.116705544,0.841172099,0.050129026,0.083398476,0.501528561,0.563591003,0.310691416,0.047610689,0.320245653,0.177582979,0.075738929,0.059233308,0.368331492,0.171729684,0.344562024,0.491262496,0.367354929
Flavones,314.08,308.568521,1.017861443,6,2,89.13,3,3,10,6,0,18,0.166666667,0,0,0.772,2.276,0.118,18,1.196,0,0,0,0,-4.526593522,2.696014954,2.734789899,224.8317809,342.4243297,7.784421523,3.833985587,-5.048878398,-4.75751829,0.062903315,0.533370316,0.374645203,0.079970717,0.33221209,0.639692217,0.960860476,0.900250912,0.985736668,0.926630676,0.651365399,0.029779216,0.71739614,97.45107815,-0.610481105,1.771303165,0.990046918,0.920999706,0.268856287,0.005044112,0.007507632,0.997367084,0.032718793,0.999941826,0.999467552,0.001015173,0.005490689,1.88E-07,0.999994516,0.889913321,4.689023854,0.940392688,1.034852421,3.788603391,4.554516247,4.076559966,0.109784223,0.473405182,0.827990949,0.628076673,0.418740988,0.702931345,0.535752296,0.747959614,0.458019912,0.99080807,0.830446303,0.398518473,0.125464588,0.119160779,0.195192322,0.121961564,0.781846583,0.082935438,0.265518874,0.525758088,0.977470875,0.394268394,0.156242922,0.553173244,0.730622947,0.093232289,0.242368594,0.810810864,0.253568888,0.615724266,0.98547703,0.895760417
Flavonols,434.12,412.9133697,1.051358546,10,2,126.05,7,3,10,10,0,18,0.388888889,0,0,0.573,2.789,0.286,22,1.461,0,0,1,0,-2.655368766,2.06454555,1.842042137,133.7883826,278.1001955,5.517765114,5.462557972,-5.193412383,-4.746679928,0.138459906,0.686413288,0.169106439,0.013432801,0.038483977,0.062249899,0.970625974,0.224254921,0.957651973,0.854775012,0.965425611,0.259397984,0.993938804,93.93688658,-0.52611644,5.294969098,0.861056626,0.997111559,0.155424014,0.261510283,0.371827811,0.057442162,0.000116732,0.261720598,0.925964534,0.885700703,0.029625967,0.000123707,0.964808881,0.774641752,4.771054099,1.306913185,1.418801665,3.376825937,4.829022628,3.872343912,0.077862486,0.518583059,0.645492017,0.247611851,0.351790041,0.324403137,0.714507937,0.713283658,0.201893523,0.82771796,0.673670232,0.449799478,0.450269699,0.262693256,0.476888329,0.264919966,0.119756915,0.18486996,0.241639555,0.369558126,0.986057699,0.24730286,0.082860336,0.403871506,0.249902591,0.009372491,0.010380616,0.529827952,0.590641081,0.682902932,0.987432897,0.96029675
Flavones,432.11,404.3569108,1.06863513,10,7,181.05,3,4,10,10,0,24,0.125,5,1,0.3,3.954,0.286,87.63,1.978,0,0,1,0,-3.558152336,0.95922964,0.308976383,250.6286273,378.1141447,5.426641907,5.151684285,-6.287846387,-4.982132198,0.998534799,3.25E-06,0.696075201,0.384535611,0.680522621,0.990616301,0.996832991,0.002706183,0.753678143,0.221741065,0.051449966,0.006995781,0.914007783,84.04317154,-0.007410603,13.75422249,4.09E-06,4.80E-05,3.43E-09,0.00140153,1.32E-06,0.997411549,6.31E-06,0.182160199,0.077313125,0.001170704,0.006599261,2.32E-11,0.805704117,0.007484866,3.832463841,2.617911634,0.490261325,2.898672688,4.441379586,3.745621518,0.022369374,0.303353697,0.870716691,0.717837512,0.472356915,0.623848855,0.501903653,0.478895426,1.63E-05,0.729184747,0.327150047,0.539502501,0.030699268,0.685559571,0.033894122,0.035681471,0.956983685,0.103090852,0.23951818,0.773848057,0.212031797,0.615630865,0.040864866,0.183693498,0.968201458,0.647541642,0.001376561,0.90529418,0.180983827,0.023628736,0.803994596,0.717966735
Cinnamic acids and derivatives,368.11,348.7685787,1.055456318,9,5,153.75,6,2,6,9,0,15,0.4,4,0,0.267,3.893,0.412,59.5,2.132,0,0,0,0,-2.848833703,1.121621457,0.560479297,209.6670723,321.7348718,7.739746453,4.946819477,-5.975242103,-5.134265315,0.994235218,2.13E-05,0.357747376,0.776417181,0.99402703,0.998333646,0.999428762,0.90819782,0.996663034,0.102027163,0.002081111,0.00828369,0.958611846,56.55786713,0.308208014,44.20478746,3.89E-08,9.91E-08,6.09E-06,3.11E-05,8.46E-07,0.000472783,9.04E-06,8.12E-06,0.015116367,0.000427689,0.00200984,2.01E-12,0.99948597,0.024744837,4.271531687,2.787345588,0.47647497,3.220409975,4.876427508,4.12593737,0.068385608,0.563323259,0.156841636,0.481781185,0.437999576,0.874011815,0.888499796,0.164911821,1.18E-05,0.051800247,0.194537953,0.440205216,0.139924169,0.917405367,0.01120396,0.323735535,0.604912102,0.029365772,0.242792636,0.359970361,0.003274612,0.035875022,0.029112503,0.010378769,0.083822839,0.020392474,0.000122994,0.005873808,0.227272108,0.00790172,0.03133624,0.176901832
Isoquinoline alkaloids,622.3,649.0060604,0.958850831,8,0,61.86,4,8,0,8,0,42,0.095238095,2,1,0.238,5.725,0.368,129,1.667,0,1,1,1,-4.706019082,3.475046477,3.74662193,196.5753393,349.8236677,12.56047247,8.768986527,-4.598496995,-4.713052032,0.004156329,0.82257545,0.227132782,9.79E-05,0.014847159,0.009511352,0.86703755,0.067287907,0.94277674,0.81129688,0.999922752,0.994427323,0.988013029,72.73479824,0.206859159,25.1925567,2.93E-06,0.999997139,4.25E-06,1,1.99E-06,0.993400991,0.002625146,0.999998331,0.000233317,0.999821126,0.199655816,0.999164343,0.000840518,0.065085292,8.389726281,2.818694474,2.087011984,4.437784692,6.051297299,5.257086346,0.932370365,0.882651985,0.002709574,0.643476546,0.55169034,0.904651284,0.919829607,0.837277651,2.28E-07,0.000607626,0.94419843,0.355578005,0.627451718,0.878745854,0.055441044,0.047993384,0.05558734,0.040522344,0.141887069,0.799439609,0.102956764,0.036292601,8.20E-07,5.28E-05,0.002582605,1.87E-07,1.28E-09,0.000468677,1.03E-05,0.000648039,3.31E-05,0.006620697
Flavones,322.12,340.2395639,0.946744689,4,2,70.67,3,3,10,4,0,19,0.157894737,0,0,0.702,2.485,0.15,18,1.482,0,1,0,0,-4.773961061,3.267877697,3.752483512,210.7143123,347.1208447,8.298794495,3.660545737,-4.81593386,-4.751179622,0.889440119,0.019203788,0.171482742,0.041304231,0.985385319,0.995281438,0.999040555,0.708217621,0.95691669,0.95549643,0.591968417,0.004407955,0.874213457,95.56742385,0.119799613,3.550866532,0.817632914,7.35E-05,0.999998569,0.981138766,0.998710036,0.235268623,0.750540793,0.994691908,0.992746055,0.003693407,0.999999881,2.86E-05,1,0.999972701,7.976143874,1.35804164,1.649043654,4.748696295,5.672770383,5.353448715,0.094389707,0.510483265,0.789866984,0.655986547,0.710034013,0.841818929,0.804034233,0.741974115,0.01210644,0.957297444,0.840195179,0.515609443,0.297728926,0.185641631,0.125096783,0.225314483,0.995952845,0.055506937,0.37977457,0.817627966,0.967203379,0.326175511,0.073284112,0.782281578,0.994190574,0.978320003,0.38280037,0.986854196,0.843258381,0.429290175,0.998634756,0.896520972
